MaxReturn,QFunRegParamNorm,MinEsReturn,AverageReturn,AverageForwardProgress,AverageEsReturn,MinReturn,AverageQ,Epoch,MaxForwardProgress,PolicyRegParamNorm,AverageAbsQYDiff,AverageAbsQ,AverageQLoss,MinForwardProgress,StdEsReturn,StdReturn,AverageDiscountedReturn,AverageY,StdForwardProgress,AverageAction,MaxEsReturn,AveragePolicySurr,AverageAbsY
-22.6795595185,11.176,-148.276349338,-31.4498120474,0.165406440001,-17.7310072902,-41.6711232857,0.0158143,10,0.262795466795,16.7726,0.0239165317026,0.0448161,0.00306354,0.0504605971869,53.1668785913,4.0926386817,-7.7723748794,0.0104613723242,0.0447263860253,0.642687,88.4998530558,-0.0270769,0.0377566600043
-16.0069145462,11.251,-68.6948258477,-21.3793920014,0.189857971305,-38.4139923838,-29.945972543,0.0082054,11,0.240376191521,17.0785,0.0115741033949,0.0515204,0.000264834,0.0942469027155,29.4458057088,3.31465036381,-10.9910721177,0.00822631683421,0.0336615616739,0.535985,-7.62635107517,-0.0146358,0.0525602720283
35.9416743679,11.447,-13.5682012375,-33.0345269354,-0.0428742068923,9.8510326822,-70.3354502027,0.00589374,12,0.665469396419,17.1267,0.0118551565446,0.0718833,0.000301457,-0.41752010033,19.1525179651,29.7888271789,-6.12017445714,0.00594842317105,0.306778020005,0.382028,30.5388562755,-0.0112055,0.0728746223815
6.89040672262,11.819,-15.3427012759,-19.0246013046,0.0564626743679,33.043947734,-38.2663294107,0.00787085,13,0.348940020798,17.342,0.0147332274388,0.0958184,0.000527707,-0.105562035664,34.103389084,7.80389892619,-6.29657590666,0.00787934046248,0.0786951531411,0.310231,75.6575477645,-0.0149219,0.0972069582843
6.55389102835,12.1848,-143.10192054,-19.6217943405,0.310779529155,-6.33265925357,-33.6299034094,0.0100798,14,0.572107359502,17.6467,0.016862580647,0.122875,0.000675929,0.165618809303,90.4813122773,10.2401695751,1.76065196141,0.0101005409217,0.106517644266,0.687061,99.9248881563,-0.0199526,0.124345524874
10.3674201948,12.5043,-91.3083078523,-1.74287578729,0.462227432038,-21.5339771781,-30.3921348432,0.0172467,15,0.584939284833,17.9706,0.0196954530275,0.147081,0.00089167,0.193079303114,50.4138492591,6.32004272312,2.10520285212,0.0172420446564,0.0629605065228,0.644909,36.939118863,-0.0337497,0.148423377464
117.241601712,12.8324,-57.22611429,79.9919148542,1.43041318744,-8.89101341509,-38.1666963029,0.0277326,16,1.82402224419,18.3649,0.0219220706357,0.1693,0.00112161,0.181790882188,36.5624610769,32.4985910291,35.6797761829,0.0277046367917,0.33433592116,0.848619,44.6230933507,-0.0483461,0.170736507243
142.798116364,13.1202,-16.9584946536,94.8590413012,1.51011680209,37.4111964194,4.50870280753,0.0489078,17,1.95971641978,18.6753,0.0243011359781,0.194829,0.00140256,0.55513524207,48.1010875677,25.4648817523,33.1848447072,0.0488938525466,0.257027257805,0.767182,86.1753507636,-0.0728356,0.196477138048
118.335712139,13.4706,17.3798335509,96.5206800935,1.50991892154,69.4173958333,77.199613108,0.0761358,18,1.73415622133,18.9716,0.0265945386686,0.2227,0.00169301,1.31023061266,45.5108873571,10.1480521155,22.9470926777,0.0760960106099,0.104860393661,0.736205,136.707104222,-0.101469,0.224202052186
324.115544078,13.8269,-18.8116953194,169.997227908,2.36222514087,13.100075294,87.4567302685,0.105494,19,3.82649682892,19.1479,0.0287548117052,0.251054,0.00203083,1.58185559077,19.5269719194,73.1607520771,58.6005189319,0.105406758753,0.69394242636,0.907183,29.5693883885,-0.131577,0.252756936614
63.4201025649,14.1678,-7.37592115804,25.2973024577,0.59420100926,66.4615899918,-11.3427711282,0.13887,20,0.981086560184,19.3817,0.0311012589695,0.282232,0.00245624,0.207651139204,51.4200254165,16.4818376445,11.8734890882,0.13888816445,0.174347554072,0.455223,114.618661851,-0.169418,0.284145505605
101.345286001,14.5326,63.4495420251,76.7003177271,1.43475867452,106.122311832,55.0051116088,0.179246,21,1.66585809185,19.5018,0.0336945351631,0.320698,0.00286699,1.22499635642,27.4379741499,12.1339142915,33.674744979,0.179244780324,0.114132068484,0.893918,134.201541305,-0.207067,0.322657799679
172.831612969,14.828,-12.5446779832,93.8354348725,1.43862556827,40.8400923752,-16.1584421471,0.2129,22,2.2681449589,19.6526,0.0357661880977,0.353661,0.00332164,0.279057460799,36.193687272,33.5094802559,27.0772261497,0.212868887747,0.35412009902,0.657035,85.9516730467,-0.237492,0.355858073866
139.263658051,15.1115,17.9743590972,82.9200148071,1.50188716338,41.0591212987,48.188348479,0.238217,23,2.02521796512,19.8392,0.0377903765002,0.382258,0.00364415,1.15942078522,20.598320967,20.5284871512,41.1661420463,0.238270613885,0.19811245879,0.909412,73.889335709,-0.264454,0.384020939959
-15.4544316307,15.4092,-26.0433472377,-27.651729666,0.245889881775,4.97253485281,-36.0981744207,0.263656,24,0.374484876286,19.9955,0.0403413366692,0.407293,0.0040881,0.156543375507,35.6182908944,5.31424321308,-2.97688911872,0.263644032059,0.056024536805,0.702201,64.250535611,-0.288445,0.409538261964
