StdForwardProgress,MaxEsReturn,AverageReturn,AverageAbsY,AverageAbsQYDiff,AverageQ,AveragePolicySurr,MinEsReturn,AverageForwardProgress,MaxReturn,AverageAbsQ,AverageDiscountedReturn,Epoch,AverageEsReturn,MinForwardProgress,AverageQLoss,PolicyRegParamNorm,StdReturn,StdEsReturn,AverageY,MinReturn,QFunRegParamNorm,MaxForwardProgress,AverageAction
0.0082057121848,10.2915304452,6.47579317695,0.0279945858987,0.221883413791,0.190924,-0.28028,-32.9268565792,0.0425271575889,12.2644056901,0.208241,5.70404684387,9,-2.85748631007,0.0205864086137,0.0636063,16.1349,1.7155960652,4.05306110703,-0.0138121323555,2.03635598196,10.6857,0.0701066490866,0.908795
0.00945056170865,8.15933884146,-0.521271358969,0.0837759978173,0.0514392559434,0.0120294,-0.0738568,-8.04521714582,0.00142211600926,5.50169057656,0.0856144,-0.511905241963,10,0.272586692156,-0.0276594190988,0.00547188,16.1333,1.96458619051,3.15274068714,0.00722837995782,-6.6171198039,10.7257,0.0312964664722,0.808087
0.00836840376123,10.847899409,5.30823136896,0.108827167376,0.0345917946828,0.0681854,-0.128196,-9.30199819016,0.0363066478645,10.3996000119,0.102725,4.69759625276,11,2.3465192953,0.015231205271,0.002354,16.129,1.74192254432,3.39179435865,0.068143521276,0.578142971556,10.9112,0.0606474355996,0.818713
0.00799865322247,12.1813789588,6.42513957938,0.142183085871,0.02816599663,0.122453,-0.174379,-6.07130308024,0.0415578812112,11.5730158112,0.138679,5.69086818152,12,5.07626527224,0.0197074853312,0.00156131,16.1638,1.67709770913,3.11967036135,0.122481841005,1.95267720387,11.2685,0.0655513743726,0.909349
0.00815087644191,10.8860126919,6.60676311836,0.179072616149,0.0251877556177,0.167819,-0.208663,-1.23438852654,0.0423886892984,11.2727235324,0.176722,5.86462205048,13,5.09563843303,0.0132660276421,0.00127783,16.2312,1.7088185995,3.04971686924,0.16792924248,0.497611588234,11.6126,0.0657274904322,0.880549
0.0100913606104,9.24994896376,3.71848431906,0.210323253131,0.0241940165282,0.201694,-0.23408,-4.79104805362,0.0273986708406,9.48626381169,0.208198,3.28708515457,14,3.77845805278,-0.0047223819171,0.00123249,16.3116,2.06167746827,3.06841122199,0.201744802731,-2.73574741194,11.9045,0.0557171281007,0.827784
0.00799647380915,9.86478644222,6.79757675362,0.239091296529,0.022760457723,0.23131,-0.261626,-2.20457150851,0.0434949852364,13.339535528,0.23758,6.04251761703,15,4.75385528026,0.0166432376954,0.00113175,16.4306,1.67335325839,2.6328781357,0.231320323374,1.29715504041,12.2208,0.0745608324016,0.862366
0.00800966015909,9.29250300794,6.90223407025,0.263978546753,0.022219763624,0.256187,-0.286053,-3.28863052194,0.0438729402153,11.6954298768,0.262925,6.13511417708,16,4.82313757157,0.0155537971951,0.00107275,16.4793,1.68644116543,3.21221628236,0.256154439524,1.09951653826,12.5459,0.0669775776329,0.862564
0.00786531000167,11.8893824244,6.81337787796,0.287890110813,0.0241978772294,0.280179,-0.309978,-1.02130238658,0.0433584999419,11.8939305931,0.287044,6.05729985572,17,5.68282114501,0.0246965900567,0.00127627,16.5505,1.6484768144,2.6632977696,0.280125333647,2.72568501738,12.8378,0.0673050185198,0.867775
0.00843922152249,12.2798505282,6.77637287986,0.310497356156,0.0237807864528,0.302332,-0.336276,0.382375928271,0.043107255408,11.9845467223,0.309829,6.01180690827,18,6.11918167924,0.0171951411989,0.00119735,16.6844,1.76834092131,2.2517181702,0.302351208571,1.31158322362,13.0568,0.0680015313956,0.895327
0.00816384995413,10.9718810896,6.74298549913,0.335967588242,0.024283049323,0.327528,-0.363285,-4.72378786115,0.0431868627105,11.468291894,0.335683,5.98825090313,19,5.90648834311,0.0225687848258,0.00122674,16.7853,1.71534795297,2.87496018139,0.32744777747,2.29468992159,13.3143,0.0661899292762,0.904165
0.00837017749196,9.96526049462,6.79860003569,0.362861834954,0.0260345917059,0.353828,-0.392647,0.726394130029,0.0438489829223,14.574914282,0.362826,6.01397595963,20,5.61998508489,0.0193003628395,0.00141693,16.8916,1.76001989661,2.06897539642,0.353703148775,1.56199609803,13.6086,0.0816356865607,0.94067
0.0081645088502,9.94309891688,6.81952399981,0.391975143881,0.0285109863677,0.38315,-0.421631,-1.68692098847,0.0439682982271,11.3320131301,0.391996,6.03801542118,21,5.19695969194,0.0234693345064,0.00177596,16.9843,1.71297038385,2.51074978388,0.383007709528,2.48747947078,13.8533,0.0654671496867,0.926738
