AverageY,QFunRegParamNorm,AverageAbsQYDiff,AveragePolicySurr,MaxReturn,StdReturn,AverageAbsY,AverageQ,AverageForwardProgress,MinReturn,AverageDiscountedReturn,MaxForwardProgress,StdEsReturn,MaxEsReturn,MinEsReturn,AverageQLoss,AverageAbsQ,AverageReturn,AverageAction,Epoch,StdForwardProgress,PolicyRegParamNorm,AverageEsReturn,MinForwardProgress
0.0262202918004,11.2206,0.0311982592835,-0.0501289,-49.0197618064,3.28311732564,0.0459848411688,0.033931,-0.0916178539078,-64.6698372645,-21.4407735954,-0.0262132185772,53.5409979266,88.4998530558,-148.275694734,0.00533906,0.0583514,-55.7285891231,0.621542,10,0.0320233263568,16.4261,-15.1902016035,-0.176194693673
0.0208214816083,11.3509,0.0123948357454,-0.0288186,-22.1663893181,5.59964424911,0.0589441040332,0.0208882,0.116180618462,-47.013741377,-12.0243904604,0.253290690031,27.7356119727,21.8106136478,-45.7131434682,0.000295402,0.0581561,-35.5328370007,0.638148,11,0.0569757861974,16.55,-25.8844507822,-0.00246705712985
0.0140388877957,11.5918,0.0130332743594,-0.0275042,-29.5364960607,3.72877248954,0.0768268711996,0.0140012,0.0525958598806,-45.4759461885,-13.1124791695,0.146734248133,19.2977695811,-11.1327435394,-63.373021581,0.00035557,0.0758766,-38.4662802755,0.582293,12,0.0397872838905,16.6727,-33.647337499,-0.0221219783745
0.0138609487855,11.8672,0.0141713850239,-0.0275913,33.3661044024,71.5495553967,0.0960688506032,0.0138738,-0.703316273847,-302.544356685,-42.9845057004,0.88060981226,42.6319644629,-38.070911399,-149.421051542,0.00045695,0.0949988,-129.243913788,0.803308,13,0.702910823102,16.7601,-78.274143617,-2.43616813678
0.0152222894849,12.3344,0.0171215222376,-0.0276407,-1.37392412111,35.4705700406,0.120703170865,0.0152436,-0.646068298084,-171.397803969,-27.8630535154,0.331113422056,70.0531922092,108.171593517,-51.676732242,0.000695718,0.119146,-104.740942791,0.534276,14,0.350322836977,17.0519,39.6933781026,-1.30587262306
0.0231163143775,12.8117,0.0200776625972,-0.0379923,193.019949586,89.9875982853,0.142380792434,0.023123,1.50584413251,-57.4711258394,29.2992083615,2.40159369006,20.9374870943,48.6744334948,-3.35087291979,0.000967591,0.140657,104.910883804,0.628284,15,0.914042640439,17.4942,12.6982852386,-0.197249728026
0.0392476472733,13.1976,0.0226621296567,-0.0573309,41.562894019,30.680173213,0.167433918056,0.0392212,0.342175600987,-93.7379300764,0.185262143884,0.780291448868,45.3490245801,87.6505469041,-39.3406055154,0.00123635,0.165427,-3.09460262182,0.511814,16,0.294243080732,17.8467,19.4664877829,-0.53645084529
0.057848452653,13.6183,0.0254319741391,-0.0768383,95.6276767508,13.5968543335,0.19688799518,0.0578516,1.10969102072,19.1768428461,18.1025802009,1.53256899253,72.5515601843,96.5652700205,-71.6166792408,0.00154146,0.194692,53.3839269818,0.77195,17,0.135091192067,18.0378,23.0061459928,0.758522314274
0.0815902352714,13.9441,0.0280337107464,-0.107031,88.8489447967,22.3776840517,0.226922506218,0.0816354,0.990458676309,11.251799178,24.6808686513,1.42426248249,32.17636816,129.330385406,48.1238289678,0.0019185,0.224913,46.1711543959,0.710893,18,0.228886860257,18.2119,74.8489629538,0.633028136033
0.114225668909,14.2539,0.0315023789812,-0.143235,480.470274956,156.63802515,0.259844518006,0.114305,2.9353351962,13.6121761963,76.9285186096,5.3352495454,53.0790616323,92.1396516335,-27.8383131312,0.00242119,0.257561,238.181057444,0.743696,19,1.55403232929,18.3976,36.3061510718,0.720267153644
