AverageAbsQ,AverageQLoss,AverageEsReturn,StdForwardProgress,AverageAbsQYDiff,AveragePolicySurr,StdEsReturn,AverageDiscountedReturn,MinReturn,AverageAction,AverageReturn,StdReturn,MaxEsReturn,MaxReturn,PolicyRegParamNorm,MinEsReturn,AverageQ,MaxForwardProgress,AverageY,AverageAbsY,Epoch,MinForwardProgress,AverageForwardProgress,QFunRegParamNorm
0.00154768,0.000292827,1.25594516213,0.0038993799515,0.0130216037472,-0.00349718,3.42268318818,-5.22548709041,-8.99319820621,0.997454,-5.47677765976,1.37555453678,10.6655978462,-0.699585209786,15.9704,-6.76443726393,0.00149861,0.00921694904152,0.0136562285375,0.0137592643443,9,-0.0192357364418,-0.00590630901949,14.3391
0.0340557,0.000165925,-4.23498516213,0.00755628132728,0.00593754474999,-0.0447238,2.04099434173,-2.00482118342,-6.29910551035,0.999721,-2.17093680605,1.60867467039,1.3135736214,3.27135788239,16.4325,-7.34399577853,0.0340136,0.0217276554071,0.0341623756387,0.0344609884487,10,-0.0237226053256,-0.00459895617359,14.6813
0.0406077,4.64523e-05,7.79912060263,0.0224661718308,0.00368006427031,-0.050714,5.1618079266,5.43107711246,-6.21937470268,0.999992,7.4277658367,4.60819385924,17.7953411454,17.2965496087,16.5244,-1.75333765344,0.0403662,0.0947421477449,0.0403651135636,0.0407057014404,11,-0.0202203969643,0.0468353827249,14.9685
0.046913,5.42947e-05,-23.1153741638,0.00357498750813,0.00380943445762,-0.059798,50.9144243643,-5.30970195773,-7.92016708842,0.999376,-5.57524088166,0.830925836029,2.74070338486,-2.63111278574,16.7463,-190.02761316,0.046342,0.00575219961314,0.0463614529936,0.047016277639,12,-0.015986199935,-0.00576886229616,15.4538
0.0552628,3.1058e-05,-5.45013390316,0.00352131374145,0.00310508420806,-0.0624762,1.11618157316,-5.2296638614,-8.50699611015,0.901912,-5.48938913851,1.04137870145,1.23949025265,-1.11944522712,16.7238,-8.00027279409,0.0539094,0.00670510933421,0.0539044268093,0.055312766707,13,-0.0182603456226,-0.00561901394646,15.7142
0.0578588,3.97895e-05,-5.45270149359,0.00353720382574,0.00316396235795,-0.0656491,1.32874568646,-5.13210612582,-8.19039197088,0.985864,-5.38512546635,1.1476938857,1.06081557718,-1.36594280005,17.0469,-7.65225096614,0.0547853,0.00620069245678,0.0547861182496,0.0579596342422,14,-0.0165036822097,-0.0054073388576,15.938
0.0590823,6.37484e-05,-5.42368386882,0.00348536254362,0.00439313680567,-0.0643826,1.19093145206,-5.3198669884,-7.94083671416,0.999023,-5.58503774392,0.912338000832,-1.57814804414,-1.84484927266,17.1456,-8.0236477857,0.056129,0.00873471644029,0.0561092612349,0.0598972241874,15,-0.0156332290167,-0.0056596402974,16.1778
0.0514559,5.62511e-05,-5.5754805028,0.0035806515954,0.00415510176841,-0.039354,1.15346479562,-5.34545025817,-8.49943232018,0.999869,-5.61154910481,0.926156022223,0.102954515123,-2.28117725447,17.1785,-7.92229905755,0.0454503,0.00582374238806,0.0454098466147,0.0517025865753,16,-0.0186423940594,-0.00576226647146,16.373
0.0354274,3.13243e-05,1.44261344842,0.0217533538171,0.00354195150029,-0.0127988,6.6341217103,5.83092777255,-4.12574756425,0.993708,7.93299593448,4.45614925797,15.2518207957,20.2772448681,17.2457,-7.70199942647,0.024975,0.109884090076,0.0249430283345,0.0355593768908,17,-0.00968542576912,0.0492670298202,16.5886
0.0246078,1.77313e-05,5.42079377597,0.0235818849453,0.00233494621751,-0.00556687,6.14216729253,5.456659095,-4.21117258357,0.999459,7.37372486097,4.85135069823,20.6503918363,20.3554032394,17.4617,-4.56278155748,0.0127391,0.110473691134,0.0127226723821,0.0248015690401,18,-0.0091994791413,0.047250996205,16.7791
0.0205796,1.58237e-05,6.7690834111,0.0216634536393,0.00230105127671,-0.00444967,4.17793957086,5.63410191543,-6.95792541472,0.999386,7.57877285101,4.46200551588,17.8959902102,19.6691241181,17.4087,-3.02317541007,0.00771728,0.107182080888,0.00771043065332,0.0208545318845,19,-0.0224739289402,0.0482604497318,17.0001
0.020297,2.35209e-05,6.39708476801,0.0215581728817,0.00257172094489,-0.00425389,4.06388651395,5.31182033653,-4.2889976487,0.999961,7.18821050322,4.44159869385,14.3381535799,19.8684138832,17.399,-0.940859477515,0.00524483,0.107494740066,0.00524027132052,0.0208026174594,20,-0.00942115299748,0.0463564143743,17.2458
0.0212739,2.15747e-05,6.34771062472,0.0233459403195,0.00244525961423,-0.00522525,4.80631114413,5.49489205369,-5.20240180509,0.999976,7.40780839538,4.80480733682,18.1053887319,25.0317673101,17.403,-5.92693454408,0.0054244,0.132936018887,0.00542307786252,0.0216351252681,21,-0.0138429559049,0.047428691177,17.4473
