AverageQ,MaxReturn,MinReturn,PolicyRegParamNorm,StdEsReturn,StdForwardProgress,MaxForwardProgress,AverageY,AverageAbsQ,AverageReturn,MinForwardProgress,AverageAbsY,AverageAbsQYDiff,AverageForwardProgress,MinEsReturn,Epoch,AverageQLoss,StdReturn,AverageEsReturn,AveragePolicySurr,AverageDiscountedReturn,AverageAction,MaxEsReturn,QFunRegParamNorm
0.109352,17.4210062124,-4.35453613739,10.1992,9.13068680833,0.0299176012381,0.0781648240403,0.00469766549102,0.213035,6.06863116157,-0.0795098796214,0.00488664870473,0.212339765845,0.00119406266791,0.194178201375,9,0.0689473,3.9502405873,27.3918503269,-0.0314411,5.2024926912,0.935653,48.527472814,26.5067
0.0292702,14.1146957068,-4.53151488868,10.5593,4.67458812984,0.0247679393116,0.067010458418,0.039607533354,0.0765928,5.29899712817,-0.0777791143886,0.0405555657716,0.0529474728398,0.00173302975451,-1.5258104414,10,0.016846,3.23867247665,6.0266611984,-0.187874,4.65629737167,0.951717,21.7044090234,27.9427
0.140266,17.7265785685,-6.51314542182,10.9348,3.76940390579,0.0302308442753,0.0873950626842,0.147458922404,0.16336,6.14099850926,-0.100972714569,0.148016601134,0.0630421193644,0.00109954135313,-2.61395570882,11,0.0329391,3.90261262101,5.33431555911,-0.275374,5.26253471112,0.871549,14.3782062875,32.3538
0.0989583,15.921043581,-4.77554370746,11.2128,4.02166717858,0.0280430112217,0.0819026930083,0.0970631327046,0.114116,5.86424744821,-0.0805491768241,0.106721230922,0.0628661833913,0.00178482319127,-1.13642303482,12,0.065398,3.64654424914,6.4172056591,-0.120605,5.0714034453,0.978044,15.595959859,33.5554
0.0626513,14.9684951214,-4.64362339875,11.2177,2.75076546886,0.0250955131801,0.0740829288755,0.0683020893491,0.0835012,5.13085975242,-0.0763272002499,0.086389333005,0.0435269821487,-0.00137246693688,-1.47154816611,13,0.0166378,3.26564589964,5.29722735083,-0.0946683,4.47813879132,0.998384,12.130784864,34.2668
0.0977353,14.8174915898,-3.18745506842,11.2625,3.88065704706,0.025193810521,0.0728271598463,0.0986328517421,0.109887,5.31185286091,-0.069464344157,0.113072668389,0.0349094698474,0.000320341853778,-3.5856966383,14,0.0030062,3.25479611359,5.55597106925,-0.130822,4.64147015571,0.998901,14.4668455181,35.6422
0.116829,14.6076269019,-6.22188250731,11.37,3.39092250155,0.0273589751132,0.0743468195321,0.118084319577,0.122737,5.18239072976,-0.0886302428959,0.124672108774,0.0301412680048,-0.00123155730705,-1.83659639968,15,0.00347464,3.5622659807,6.55673763878,-0.139587,4.51944120686,0.997516,14.8942935664,39.5604
0.127175,14.5157467196,-3.70336041071,11.4945,3.21260489593,0.0232233166962,0.0675458218747,0.12766046521,0.131514,5.36520531744,-0.0702841395424,0.132670292373,0.0244397131671,0.000292088370197,-0.105174838105,16,0.00202022,3.03215057461,5.33499102789,-0.13799,4.67951637653,0.972997,12.514953083,44.4952
0.120856,18.8770279636,-3.9366645619,11.5903,3.81398660357,0.0306031731914,0.0972325783692,0.120323596924,0.124893,6.33405767966,-0.0782850475444,0.124931909387,0.0208513824281,0.000985631300914,0.874155930842,17,0.00187212,3.94596947399,7.06391806231,-0.120646,5.39478909996,0.976046,16.6456031495,43.6771
0.109416,18.2853901565,-5.06931202046,11.6907,4.18921435554,0.0317949033008,0.0915163720881,0.109873760531,0.114514,6.26765177999,-0.0856571287174,0.115121124736,0.0211705603586,0.000264893936706,0.514257045891,18,0.00226996,4.10723067644,6.63523774014,-0.113514,5.33196629971,0.973551,15.2135815718,48.9799
0.0833137,48.7756765444,2.70106582117,11.7847,8.69144509313,0.0660432967795,0.300267150321,0.0837947047714,0.101448,23.0730570707,-0.0301632342306,0.103887669332,0.022234940232,0.110913955227,1.04896869172,19,0.00235444,9.33969753141,12.380381019,-0.0569622,17.3045798082,0.984062,41.2170050869,48.8708
0.0677449,16.9509633272,-4.1953402166,11.986,4.31139417482,0.0276331665088,0.0879765790803,0.0683854364282,0.0847398,5.6533193645,-0.0753506790247,0.0852661220832,0.0233562219367,0.000140092721171,-2.18360622162,20,0.00396228,3.57920155929,6.55035819151,-0.0802879,4.89099120746,0.956794,16.7093669504,50.5996
0.0786167,15.7028015331,-3.55886201048,12.0887,6.47816283377,0.0300808956169,0.0739877027921,0.079426409005,0.0850725,6.12574984504,-0.076866163928,0.0875929440245,0.0161861171921,-0.0010597895123,-1.6586300021,21,0.00180214,3.88066227255,7.50701868732,-0.08584,5.20961483261,0.938987,29.1442028297,52.6513
