AverageEsReturn,AverageAction,PolicyRegParamNorm,AverageQ,StdReturn,MinForwardProgress,AverageAbsY,MinEsReturn,AverageAbsQ,AverageQLoss,StdEsReturn,AverageForwardProgress,AverageReturn,Epoch,MaxReturn,StdForwardProgress,MaxEsReturn,AverageY,MaxForwardProgress,MinReturn,QFunRegParamNorm,AveragePolicySurr,AverageDiscountedReturn,AverageAbsQYDiff
-3.13978097023,0.916984,16.0211,0.205841,2.30933427053,0.0224833960576,0.0203205995686,-26.762988483,0.220184,0.0666807,4.05024923398,0.0550498934059,9.72072364071,9,15.9396388743,0.0110402052396,13.186047805,-0.0129775856716,0.0850542469808,2.89038986411,11.0124,-0.239521,8.36264382666,0.233297213053
1.44589323523,0.902938,16.0675,-0.00625604,1.90564725363,-0.017256136063,0.0802760485793,-6.21127731318,0.083463,0.00508588,3.62917045375,0.00831045297332,0.0689417591732,10,7.54570872756,0.00890882665169,11.3916633224,-0.00987389996629,0.0429778350525,-5.40204222751,11.0689,-0.0312236,0.0669843458304,0.0485094367795
-4.48294140943,0.798098,16.1968,0.0927533,2.40381935619,-0.0326424103554,0.115516683878,-27.7265874285,0.10982,0.00188246,6.13267581521,-0.003978378222,-2.30171243937,11,4.20218351929,0.0115573777277,5.93410960408,0.0927516400144,0.0271217487482,-8.27607481555,11.32,-0.121941,-2.08964349137,0.0312645044895
0.988533320935,0.9103,16.2003,0.117341,2.01328656468,-0.0194607529167,0.132467767825,-4.68410014526,0.129112,0.00118256,2.58054708519,0.0119623089764,0.623319422955,12,9.98305517622,0.00962380861685,7.27061507012,0.117432789451,0.0575561681954,-6.05051553881,11.8119,-0.141348,0.539100928369,0.0246010421001
4.16131712759,0.82836,16.1872,0.131929,1.68906076387,0.0189175017594,0.145990885575,-2.51066863947,0.143787,0.000905993,3.04481173831,0.0403668055533,6.03859581312,13,10.9395026897,0.00802814055204,9.41556155737,0.132007734374,0.0643797707359,1.41566556101,12.1324,-0.155154,5.35107710662,0.0212587410412
4.47156164789,0.876601,16.2554,0.14717,1.7560373749,0.0159517922383,0.163196593633,-7.14224677181,0.161749,0.000862835,3.00748362094,0.0410025344377,6.25586747971,14,11.7871443992,0.00839265568351,9.29565275825,0.14718705321,0.0676934082776,1.08301885161,12.4565,-0.172604,5.53217121821,0.0208180116252
4.25313164449,0.924343,16.3958,0.163657,1.71218400176,0.0165098834664,0.180730267424,-4.67336703768,0.179646,0.000887886,3.07345999811,0.0415341028536,6.34787159659,15,10.6931040358,0.00820776281363,10.6892428551,0.163623589337,0.0627859732212,0.806264328955,12.7214,-0.188571,5.59398477124,0.0211734280845
4.8172913746,0.910485,16.5358,0.180644,1.76121181756,0.0211627949957,0.1988627356,0.0160377237733,0.197911,0.000900422,2.39351818535,0.0425494523146,6.54406354211,16,11.8164480381,0.0084339271764,10.1018167628,0.180615041145,0.0681850177513,2.0144078191,12.9619,-0.206376,5.77224040799,0.0210896956775
4.24560037827,0.967464,16.6385,0.202398,1.82649218519,0.0152454112544,0.220103414448,-7.56476803545,0.218978,0.00112419,3.56211961841,0.0417452525401,6.32178975967,17,11.0160486146,0.0087533192203,9.70041502284,0.202373455238,0.0633255572675,0.81462458905,13.2293,-0.23014,5.57089424095,0.0236295040287
4.77497996689,0.999099,16.7512,0.221556,1.82947808232,0.0164098357545,0.239680351021,-2.87787965591,0.238792,0.00131239,2.94952260756,0.0410278423574,6.17052952187,18,11.486003813,0.00865917300306,11.6195777232,0.22154801395,0.0659534933365,0.696819257049,13.4677,-0.249619,5.43726884974,0.0249778455947
