AverageY,MinEsReturn,PolicyRegParamNorm,MaxReturn,AverageForwardProgress,QFunRegParamNorm,StdEsReturn,AverageAbsQ,AverageAction,AverageDiscountedReturn,MinForwardProgress,AverageAbsQYDiff,AverageAbsY,AverageQLoss,AverageEsReturn,MinReturn,MaxForwardProgress,Epoch,AveragePolicySurr,MaxEsReturn,AverageQ,StdForwardProgress,StdReturn,AverageReturn
0.209853803136,2.31061412513,16.6296,76.2967756976,0.203467034045,25.1114,6.98135938589,1.53511,0.967619,31.0233203429,-0.00470717042364,1.32984271661,0.209853803136,2.23468,9.83872131629,12.0575568374,0.569685153881,9,-1.63072,62.581946058,1.53511,0.179997848736,18.7027051188,36.4332557805
0.283373916732,9.8780788191,16.6516,76.5021961007,0.204897282058,25.898,22.0084361336,0.303886,0.909592,31.8909077646,0.00366248442687,0.122212392765,0.28453538293,0.0391561,34.3749938675,12.6149565353,0.544673573898,10,-0.347323,75.4009669242,0.290539,0.145682888095,16.4672049947,37.4972047064
0.401120081547,7.72231784875,16.829,74.354801927,0.216188405403,26.2827,13.6029539976,0.401513,0.970246,30.884012785,-0.0241459499986,0.0714419303051,0.401340172992,0.00960434,24.6702730691,8.64552415235,0.527609252774,11,-0.450625,65.3733621936,0.401384,0.197202434079,23.079514369,36.9198542247
0.501805051552,11.1967140274,16.9586,75.5192164595,0.360379424316,27.1523,22.0310497134,0.502137,0.954808,43.9368704094,0.0286051796987,0.0638788384901,0.501808769662,0.00870636,37.712476717,16.6711461521,0.551092325221,12,-0.543562,76.2514377934,0.502006,0.137252236018,14.1269954706,53.4752106029
0.600724114223,7.47529558864,17.1736,71.6490304617,0.409538160113,28.3481,21.260046949,0.601005,0.956341,47.5165902972,0.000513736144052,0.0642663662699,0.600724114223,0.00979806,36.1413909276,11.3630308137,0.552662340419,13,-0.647459,69.9060077227,0.600763,0.156269672617,16.8829488355,58.6858709972
0.705398108808,9.53753812737,17.4412,71.8256718725,0.353964810683,29.9139,23.1577348196,0.705399,0.936122,43.6442471986,0.0263112384172,0.0692856522372,0.705398108808,0.0119929,50.2148977853,15.6260885027,0.552427436141,14,-0.76286,75.3382201084,0.704949,0.170285226103,18.4545563787,53.3439248321
0.818005126374,20.2311374145,17.7001,76.3608666732,0.496187786174,31.4291,16.3174508518,0.817977,0.847941,54.3184162471,0.384501336493,0.075513922467,0.818005126374,0.0143433,60.6091385569,52.445079183,0.573218870879,15,-0.882301,100.264670727,0.817432,0.0312984667018,3.49834596758,68.0784381299
0.933654126959,10.036709037,18.0033,76.5818856509,0.506278034569,32.8218,20.063095781,0.933911,0.774467,54.5005953619,0.353511922834,0.0797186439397,0.933654126959,0.0168421,57.595507809,54.7624675376,0.570818596929,16,-1.00599,105.196352116,0.932936,0.0360793318993,3.42835064573,68.3481372284
1.05570844577,7.89095731762,18.2525,76.2524228302,0.517275521328,34.0301,24.1351894342,1.05591,0.816355,55.3849060372,0.410296713566,0.0851710279666,1.05571545538,0.0195859,44.57693267,59.7056959508,0.580018949583,17,-1.14006,72.1913647884,1.05493,0.0273733580923,2.90354646285,69.6771177441
1.18449266496,8.0787187135,18.5408,75.6971042603,0.479052136642,35.2046,22.1574781223,1.18517,0.804707,52.3146898938,0.324384442213,0.0890242551237,1.18449266496,0.0226351,54.4965358526,51.6905622026,0.571739230517,18,-1.28206,77.9298042638,1.18365,0.0479346455032,4.66174753034,64.8784868986
1.31694427108,4.79831702218,18.7795,74.8698066607,0.516147295213,36.2705,23.0759850576,1.317,0.856464,54.8690142505,0.46138283815,0.0960205049768,1.31694427108,0.0272798,52.4324492079,63.1311102193,0.588335386507,19,-1.41994,76.9982498781,1.31581,0.0216703832225,2.33044333584,68.7773677033
1.43648118467,3.4353720539,18.9805,75.905724933,0.524206346164,37.4261,27.1235099445,1.43708,0.833968,55.2250553061,0.427171177805,0.103209163544,1.43648118467,0.0311397,50.811698276,62.5707190871,0.580153910197,20,-1.54134,119.983370298,1.43549,0.0232561654286,2.46182732594,69.3022193882
1.56313746468,6.24811943661,19.3319,78.801370291,0.515269513843,38.4247,22.4536529964,1.56384,0.878645,54.75074178,0.0629374929322,0.108652204456,1.56313746468,0.033643,44.6053796943,21.7366334143,0.588964240462,21,-1.67403,76.1963631431,1.56183,0.0552966936962,5.54040172387,68.8504997437
1.68765337689,7.48715912222,19.5028,78.0790162307,0.514285133271,39.4439,20.2532414566,1.68847,0.8451,54.7023684174,0.0274582925972,0.115367580057,1.68765337689,0.0385562,58.1069225551,16.9081908431,0.572714250255,22,-1.8037,95.1767252832,1.68659,0.0491633364002,5.20861238187,68.6253856479
1.81670963346,10.3845769632,19.7573,75.8127739322,0.493430021455,40.4339,18.9222166413,1.81745,0.884544,53.1835693244,0.0275327256699,0.123723244666,1.81670963346,0.0454048,51.4478569332,17.7558718081,0.561130204102,23,-1.94248,74.441299416,1.81533,0.0533665773258,5.4318822206,66.3221128128
1.93955559883,14.2101550612,19.9664,75.3649136877,0.492134658984,41.4428,19.0879212557,1.94088,0.910145,53.3259818639,0.381989434996,0.127436425166,1.9395568353,0.0473669,49.2894365137,55.5298035209,0.565566120273,24,-2.07412,77.0492720849,1.93839,0.0365657215899,4.36503569222,66.5871546294
2.06062677617,14.1466842748,20.1518,77.217460988,0.47819241358,42.3393,16.6175125393,2.06208,0.899328,52.4864915358,0.382378712248,0.135580139454,2.06062677617,0.0540213,54.7135143591,54.2636200893,0.556854820369,25,-2.19408,72.5318782995,2.05938,0.0379162223477,4.59156303101,65.3357525008
2.17926298726,4.41763005262,20.3068,74.8064695137,0.476736638211,43.266,23.1366235586,2.18084,0.867536,52.2044842279,0.382550311207,0.139698444117,2.17928441903,0.0581577,50.00385747,54.530518525,0.560543647415,26,-2.31505,76.6463593054,2.17788,0.0393895376652,4.76916396344,64.8404724313
2.29955474724,4.90914855797,20.4837,76.128395053,0.50671779154,44.2305,25.785091487,2.30136,0.881657,54.2341343772,0.375737961506,0.144368869093,2.29957466016,0.0620613,48.0672958916,55.2415720184,0.581707427032,27,-2.44256,98.9432277473,2.29817,0.0363830258916,3.83583395232,67.9145709238
2.41860266953,7.33170319616,20.5756,76.3936400474,0.467036912165,45.1435,20.7723122365,2.42047,0.849146,51.4469504781,0.390921669775,0.150273586111,2.41862850278,0.0688207,52.529837748,54.6282153141,0.577034247754,28,-2.57101,76.311400918,2.41747,0.0366295985767,4.005930183,63.7648003679
2.544357582,5.86155594083,20.6483,75.0551979268,0.477440076299,46.0157,24.5392338524,2.54662,0.87221,52.3407550259,0.382397586688,0.157034759865,2.54441683004,0.0757892,46.7466294149,55.0688937264,0.576861776305,29,-2.70256,101.517593956,2.54287,0.033987229391,3.42521491518,65.2183233426
2.65171844236,3.75558973927,20.7058,73.55717491,0.469500645795,46.8823,22.1186023875,2.65433,0.890296,52.0735271536,0.360771365118,0.166562096977,2.65178807504,0.0897545,34.4835526839,53.8278898102,0.551551213842,30,-2.81758,68.8287984757,2.65039,0.0340006282262,3.68834034825,64.9838554215
2.75748211842,4.26756155319,20.7463,70.1504157967,0.457204710936,47.7935,20.1636090592,2.76026,0.88762,50.7731470344,-0.0130171873224,0.171883169243,2.7575417844,0.0922226,39.2192225549,10.6142402113,0.554709593882,31,-2.93016,72.4387676446,2.75605,0.0580640607316,6.26886006092,62.8128112362
2.85918093052,2.93002859957,20.8035,73.6306510997,0.493743455833,48.5672,23.5957317761,2.86205,0.874664,53.474981463,0.355318544074,0.175962723939,2.85928573179,0.0998498,41.5186283418,57.8087880218,0.565683629521,32,-3.02392,77.0917047492,2.85764,0.0352999435918,2.45016375517,66.7778150225
2.96322314409,6.057075849,21.0063,72.0515707094,0.495791636098,49.4097,22.2582829172,2.96532,0.901465,53.3164362815,0.399683583995,0.178914662944,2.96330518449,0.101548,42.2003466533,55.4912419418,0.566170950569,33,-3.13923,73.5922680556,2.96148,0.0297822464892,2.75992877717,66.4131062122
3.06021308702,12.81978571,21.1599,87.9950804183,0.494465242041,50.218,20.2333098314,3.06301,0.82053,56.598848923,0.197055957989,0.186149220786,3.06027598719,0.109398,43.3252887886,43.9236837373,0.58419176324,34,-3.25129,84.0763593083,3.05867,0.0423675512502,5.66376985731,73.7097859738
