AverageY,Epoch,PolicyRegParamNorm,QFunRegParamNorm,StdReturn,AverageAbsY,AverageQLoss,StdEsReturn,MinEsReturn,MaxEsReturn,MaxReturn,AverageQ,AverageDiscountedReturn,AveragePolicySurr,AverageAction,AverageAbsQYDiff,MinReturn,AverageReturn,StdForwardProgress,AverageAbsQ,AverageEsReturn,AverageForwardProgress,MaxForwardProgress,MinForwardProgress
0.21799004134,9,14.6151,14.7693,0.439963571177,0.21799004134,0.0278066,11.8826010272,0.993398782421,61.6721704498,6.28979131799,0.0822984,4.24901153138,-0.0979193,0.879628,0.158258390642,2.65380029999,4.31714899619,0.00739306129083,0.0822984,33.8927550034,0.00168162313122,0.0259159349238,-0.0253263933032
0.189957331533,10,14.944,15.28,0.420583466903,0.189957331533,0.000570494,2.40056879936,3.34253161914,41.9211626154,5.79310965781,0.189292,4.34479594382,-0.201634,0.99946,0.0141927897723,3.06280985534,4.41490796389,0.00730077636928,0.189293,4.60038746902,0.00261502910308,0.0268538348221,-0.0212078403568
0.269699415711,11,15.0371,15.8539,0.412364732627,0.269699415711,0.000657354,0.436366332412,2.90130667942,5.48093157143,5.86043957662,0.269537,4.34669081003,-0.284952,0.999949,0.0151770183819,2.99024391208,4.41691596348,0.00715829049122,0.269537,4.40006095455,0.00256164736696,0.0287291914425,-0.021630315879
0.359982851373,12,15.0633,16.3812,0.413118251907,0.359982851373,0.001166,0.449991050352,3.48592462097,5.65392195066,5.86070797857,0.359886,4.34560775849,-0.369866,0.999989,0.0183895198917,3.00859471953,4.41582321181,0.00716471657435,0.359886,4.42347231701,0.00254814486838,0.0270208095991,-0.021468124233
0.425425771395,13,15.044,16.9096,0.404544708593,0.425425771395,0.00161751,0.423052831586,2.8429675237,5.56184097199,5.79703683454,0.425339,4.34307677925,-0.414088,0.999986,0.0211361885867,3.16408088226,4.41315906525,0.00705399726576,0.425339,4.41951549774,0.00258830371947,0.0265032908854,-0.0206463452709
0.45798238772,14,14.8781,17.6197,2.66276163916,0.45798238772,0.00219059,3.00371458682,1.96983947493,24.474424473,23.5020460627,0.457721,12.6732231107,-0.467321,0.885907,0.024797022188,7.7062560601,13.5033989188,0.0205741655418,0.457721,4.39121253462,0.0116176372091,0.0724042392132,-0.05838524443
0.504947615512,15,15.3166,18.376,4.16862349931,0.504947615512,0.00342304,3.49534256745,3.69513893367,22.7614640716,26.6784947881,0.504531,13.960459419,-0.536992,0.998271,0.0305506907815,7.10713319927,15.0268902024,0.0219692721531,0.504531,9.97887792757,0.0224696792686,0.100159178208,-0.0261626006081
0.591092044531,16,15.4192,19.0457,1.13675866637,0.591092044531,0.00622227,4.32764056766,5.95191595856,23.4267392338,11.5076753764,0.590952,8.16785160208,-0.637993,0.887014,0.041404053189,4.61349362095,8.46826302497,0.0129944310337,0.590952,11.7863896683,0.00743563314801,0.0530426801527,-0.0261251474077
0.662806032246,17,15.525,19.6438,1.18225796076,0.662806032246,0.00765869,1.52252522664,3.68395046379,15.6978657071,12.1663407232,0.662129,8.12612265923,-0.747416,0.875144,0.0458999257003,5.24005698027,8.41287120781,0.0134528539974,0.662129,7.87191110559,0.0127778041302,0.0684340314181,-0.0368105499675
0.745071931843,18,15.659,20.25,10.1935784577,0.745071931843,0.00890827,2.79524368572,2.29709766854,26.2134322459,55.9538004548,0.744907,22.8556311397,-0.81887,0.80395,0.0505854515719,7.34264238269,25.7412169397,0.0756585704501,0.744914,9.26685605434,0.0928285106243,0.319916630021,-0.0971825374303
