AverageY,AverageQ,AverageAbsQYDiff,MaxForwardProgress,StdEsReturn,MaxEsReturn,Epoch,AverageAbsQ,AverageEsReturn,StdForwardProgress,AverageQLoss,MinForwardProgress,AverageReturn,MinEsReturn,AverageForwardProgress,MaxReturn,AverageAbsY,AverageAction,PolicyRegParamNorm,AverageDiscountedReturn,MinReturn,AveragePolicySurr,QFunRegParamNorm,StdReturn
0.217990043066,0.0632802,0.18118941463,0.0259308633662,11.8826010056,61.6721708397,9,0.0632802,33.892754983,0.00759522384003,0.0354562,-0.026146414766,4.3447121458,0.993398782389,0.001835152009,6.62826148746,0.217990043066,0.832076,14.6712,4.27601142999,2.68921241552,-0.0846233,14.7449,0.46129325952
0.175664910185,0.175385,0.0143110635283,0.0256872136169,4.36223322434,42.1045828771,10,0.175385,5.22372522248,0.00623405718353,0.000558349,-0.0246537447055,3.39331322996,2.13765301795,-7.1514923543e-05,5.43924382852,0.175664910185,0.83227,14.9953,3.35114395479,1.70180772064,-0.179896,15.2038,0.63366916683
0.249841628056,0.249677,0.0172849211123,0.0294105184594,0.660382674445,5.2807673004,11,0.249677,3.41086698629,0.00765297630899,0.000893174,-0.0328819067644,3.88274732793,1.83294825867,-0.000639882547042,6.81216163111,0.249841628056,0.949395,15.4245,3.82285837291,1.98874896211,-0.260539,15.8307,0.790376023167
0.336861752978,0.336692,0.0225077373422,0.507314084386,3.79200680361,34.387366957,12,0.336692,6.20462154403,0.0788838806202,0.00160979,-0.0335255606278,21.5206428785,2.44750365705,0.0742551966079,75.8615595744,0.336861752978,0.913536,15.3888,19.3887848285,8.4352979389,-0.344922,16.4591,10.1093744296
0.415046199138,0.414852,0.0292777469123,0.0257067422988,2.33559461995,26.8315659691,13,0.414859,8.806887101,0.0168980261583,0.0025554,-0.0854950353556,8.0486025522,6.08031837974,-0.0258355227549,12.0648829568,0.415046199138,0.909232,15.5089,7.73767581876,4.74216211022,-0.437644,17.2229,1.16578432257
0.493529162931,0.493423,0.0346964431112,0.0322927146924,2.26577228499,15.9149982958,14,0.493451,8.61548075857,0.0212916043093,0.00349769,-0.115766584381,10.2982713212,4.08752042826,-0.027663755356,17.465245169,0.493529162931,0.876144,15.6143,9.79598960949,5.01016409829,-0.514707,17.8971,1.7936618946
0.570119191419,0.570153,0.0393018325711,0.225671717767,7.67099135949,64.0907640957,15,0.570207,13.5968316713,0.0254532765406,0.00461269,-0.044797880494,14.8750290034,6.85052433779,0.0240693836055,38.3826260301,0.570119197086,0.875238,15.7248,13.8401222551,5.84611183108,-0.596368,18.5849,4.37800004573
0.648353707225,0.648133,0.0448635383405,0.0763153533647,6.20345129041,41.3462884114,16,0.648214,15.5795099765,0.015771862756,0.00612943,-0.0344076414392,10.029985558,7.16044940943,0.0139345339883,15.5711748751,0.648353707225,0.775328,15.7781,9.60066479458,5.89004280003,-0.678683,19.2574,1.71787249807
0.726982447102,0.726763,0.0522631871339,0.242204007903,6.44850614316,40.8266837975,17,0.726773,11.9366883607,0.0567745011782,0.00828506,-0.0166581080579,23.2085199455,5.99849767408,0.078726619508,43.626793368,0.726982447102,0.884443,15.9988,20.8194440842,8.72922415135,-0.752968,19.9206,8.37352981349
0.791909436942,0.791542,0.0562867745158,0.566460925108,9.67791045519,44.8820381593,18,0.791573,20.7953817786,0.156175956115,0.00961223,-0.0277120059206,29.862222061,9.41356070792,0.145517577328,74.1134752574,0.791909436942,0.895023,16.1024,25.6048131849,8.42561327987,-0.825068,20.5434,18.9173738057
0.851744800987,0.851406,0.061352110885,0.450838773156,12.7375922885,58.8195219534,19,0.851439,23.4863241268,0.0573578866709,0.0114677,-0.0173213868911,26.4175827957,6.29208167393,0.0996519073298,61.7373426765,0.851744800987,0.872485,16.2588,23.4911094867,6.84523138395,-0.89506,21.2091,7.85031635123
0.929700618072,0.929133,0.0707973861552,0.431644173524,13.5436328666,68.3616867406,20,0.929163,51.2224382888,0.0754157704391,0.0148784,-0.014278154048,39.4996843553,22.276490938,0.212367216496,59.209378564,0.929700618072,0.854147,16.3641,33.8369546134,6.43583343917,-0.99103,21.9163,8.32868001919
1.01908317001,1.01893,0.0764637056424,0.542077847481,9.89628024563,71.5629761106,21,1.01899,60.5130158219,0.122663824416,0.0165893,-0.0247662052936,56.1627135566,35.8992140505,0.374349537706,67.9612145744,1.01908317001,0.774719,16.4831,45.7027370596,6.0358270192,-1.09437,22.6023,13.7850191995
1.12665490394,1.12594,0.0809678344705,0.52798444799,14.4897412968,72.6939712032,22,1.12613,60.2994257352,0.132091455113,0.0186229,-0.0292837268994,55.3600801702,7.60623016125,0.368510853157,68.0659886029,1.12665490394,0.740062,16.5476,45.0991372898,4.27618513839,-1.2167,23.2725,14.8959715734
1.23992230198,1.23914,0.08731457519,0.561963939234,10.289345604,71.4676555911,23,1.23938,64.22730277,0.0506083434101,0.0219973,-0.00535699745521,67.0933186334,23.0823400902,0.474357139672,73.7690582608,1.23992230198,0.709222,16.587,53.3661948015,7.88330750602,-1.34283,23.9186,5.7963097492
1.35390516507,1.35297,0.0961091474371,0.497085659619,20.6695704002,72.711984356,24,1.3532,57.7611561377,0.111576276879,0.0262398,-0.0278071179676,61.9183104581,4.19118320884,0.383710341686,75.2626309263,1.35390516507,0.690442,16.5931,49.094426824,10.8198767997,-1.46168,24.5162,14.4103808591
1.47560255462,1.47454,0.108584096155,0.5481542641,19.9365588175,70.7843445652,25,1.47491,55.522831302,0.146407300112,0.0334585,-0.0253104235158,56.5935705323,10.786548716,0.354647004629,73.5837052832,1.47560427448,0.689459,16.6588,45.4547160975,8.64837368577,-1.59105,25.2567,18.0955609383
1.60811385495,1.60751,0.109794415213,0.536808361624,22.5986415708,71.4278094526,26,1.60793,52.6858777057,0.167897529164,0.035403,-0.0314878606628,47.0002243177,3.01805861252,0.259345418693,73.876932876,1.60811578331,0.682347,16.7377,38.2229307054,7.44362933196,-1.74696,25.7847,21.5872556257
1.72762938952,1.72694,0.117753411939,0.561172834225,25.4856369706,73.5040179754,27,1.72751,39.267974253,0.142141055208,0.0412061,-0.0758018903642,23.9062089434,9.53789848972,0.0870431336766,73.4169591455,1.72765866182,0.627853,16.8122,20.8978942205,7.50502518373,-1.86932,26.3801,17.0972120193
1.84571885665,1.84485,0.130534002,0.531987304372,20.908760909,67.574091556,28,1.84575,30.0643340712,0.202450867199,0.0506233,-0.0424534497073,41.5074000209,10.167338542,0.227663550495,75.9221548869,1.84592899546,0.542612,16.8754,33.7470837298,7.14629805505,-2.00356,26.931,26.5739403359
1.94411842495,1.94289,0.138700893809,0.520271022642,27.2892974561,74.771642441,29,1.94413,37.7079912861,0.16815275754,0.0574352,-0.0401956182572,26.423815771,10.1438396922,0.111142097425,75.2266602204,1.94431959835,0.576252,16.9795,22.1917076532,7.58650276534,-2.11484,27.5387,23.7949336563
2.0653143119,2.06363,0.149444679553,0.53589376044,23.5579525587,73.830284953,30,2.06504,24.617360707,0.212754310721,0.0676189,-0.0543111577821,32.2988816406,8.13436920006,0.164269285753,74.9438772952,2.06542487757,0.56469,17.1079,26.6154537548,8.0463862289,-2.23819,28.1353,27.3866676013
