wrapped_AverageForwardProgress,StdReturn,AverageEsReturn,wrapped_MinForwardProgress,AverageQLoss,AverageAbsQYDiff,wrapped_AverageReturn,Gather_MaxReturn,AverageAbsQ,MinEsReturn,Gather_AverageReturn,MaxEsReturn,AverageAction,QFunRegParamNorm,Gather_MedianReturn,MinReturn,AverageAbsY,AverageDiscountedReturn,MaxReturn,Gather_StdReturn,StdEsReturn,PolicyRegParamNorm,AverageReturn,wrapped_MaxForwardProgress,AveragePolicySurr,wrapped_StdForwardProgress,AverageY,Gather_MinReturn,AverageQ,Epoch
0.0115869197546,0.0,0.0,-0.333070690458,7.78573e-07,0.000470503619665,-4.76271779539,0,0.0039507,0.0,0.0,0.0,0.997645,14.9369,0.0,0.0,0.00399615269426,0.0,0.0,0.0,0.0,16.2499,0.0,0.364960668535,0.00244971,0.193864142091,-0.00365048989658,0,-0.00364412,10
-0.0104766015167,0.0,0.0,-0.362358439519,2.08566e-07,0.000260259913189,-5.214927959,0,0.00298561,0.0,0.0,0.0,0.999927,15.036,0.0,0.0,0.00299207061223,0.0,0.0,0.0,0.0,16.7414,0.0,0.409965346733,0.00222566,0.246380253968,-0.00295057319578,0,-0.00295053,11
0.0414885167377,0.0,0.0,-0.393170693044,8.19178e-08,0.000154137595574,-4.18014609483,0,0.00270452,0.0,0.0,0.0,0.999999,15.0992,0.0,0.0,0.00271019844808,0.0,0.0,0.0,0.0,17.2123,0.0,0.47209149282,0.00254424,0.2503653188,-0.0026478506427,0,-0.00264785,12
0.22811828388,0.0,0.0,-0.0290063103582,6.84504e-08,0.000150653879477,1.6774642767,0,0.00291628,0.0,0.0,0.0,0.579923,15.1138,0.0,0.0,0.00291894739357,0.0,0.0,0.0,0.0,17.2173,0.0,0.59064249693,0.00274174,0.133337365081,-0.00285336966166,0,-0.00285343,13
0.112507681851,0.0,0.0,-0.319646102038,6.70244e-08,0.000145241852659,-0.690064993748,0,0.00294223,0.0,0.0,0.0,0.585779,15.1414,0.0,0.0,0.00294446455612,0.0,0.0,0.0,0.0,17.291,0.0,0.484334338866,0.00277952,0.221654823151,-0.00287131254258,0,-0.00287146,14
-0.0190289464769,0.0,0.0,-0.487183973718,4.9148e-08,0.000123474250746,-4.30415458067,0,0.00277436,0.0,0.0,0.0,0.787226,15.1579,0.0,0.0,0.00277613073713,0.0,0.0,0.0,0.0,17.3409,0.0,0.463261859458,0.00256093,0.248506104314,-0.00268319441339,0,-0.00268307,15
0.0233891234461,0.0,0.0,-0.293401368559,4.9325e-08,0.000127071027177,-3.29376305562,0,0.00250774,0.0,0.0,0.0,0.753086,15.161,0.0,0.0,0.00250941734511,0.0,0.0,0.0,0.0,17.3659,0.0,0.409443285543,0.00231435,0.210157416189,-0.00242022405354,0,-0.00242016,16
0.0928276927874,0.0,0.0,-0.449203610646,3.72167e-08,0.000105000060141,-1.78718686468,0,0.0023284,0.0,0.0,0.0,0.7282,15.1616,0.0,0.0,0.00233050156732,0.0,0.0,0.0,0.0,17.4643,0.0,0.484374709962,0.00217191,0.226358879959,-0.00223930142198,0,-0.00223946,17
0.206576609616,0.0,0.0,-0.127502327079,3.04322e-08,0.000100112194366,0.894334338573,0,0.00219723,0.0,0.0,0.0,0.645513,15.1621,0.0,0.0,0.0021992498361,0.0,0.0,0.0,0.0,17.607,0.0,0.458461640658,0.00203922,0.190279624137,-0.00210652531177,0,-0.00210641,18
-0.0048805750449,0.0,0.0,-0.343023579891,2.74213e-08,9.59419777628e-05,-4.50313609723,0,0.00205452,0.0,0.0,0.0,0.884724,15.1629,0.0,0.0,0.00205656129691,0.0,0.0,0.0,0.0,17.6911,0.0,0.286984107838,0.00190136,0.176319206416,-0.00196722429019,0,-0.00196725,19
