AverageEsReturn,AverageQLoss,AverageAbsY,StdForwardProgress,MinReturn,AverageAction,AverageForwardProgress,MaxReturn,QFunRegParamNorm,AveragePolicySurr,StdReturn,MaxForwardProgress,AverageAbsQ,MaxEsReturn,StdEsReturn,AverageAbsQYDiff,MinEsReturn,Epoch,PolicyRegParamNorm,AverageDiscountedReturn,AverageReturn,MinForwardProgress,AverageY,AverageQ
33.892754983,0.0354562,0.217990043066,0.00759522384003,2.68921241552,0.832076,0.001835152009,6.62826148746,14.7449,-0.0846233,0.46129325952,0.0259308633662,0.0632802,61.6721708397,11.8826010056,0.18118941463,0.993398782389,9,14.6712,4.27601142999,4.3447121458,-0.026146414766,0.217990043066,0.0632802
5.22372522248,0.000558349,0.175664910185,0.00623405718353,1.70180772064,0.83227,-7.1514923543e-05,5.43924382852,15.2038,-0.179896,0.63366916683,0.0256872136169,0.175385,42.1045828771,4.36223322434,0.0143110635283,2.13765301795,10,14.9953,3.35114395479,3.39331322996,-0.0246537447055,0.175664910185,0.175385
3.41086698629,0.000893174,0.249841628056,0.00765297630899,1.98874896211,0.949395,-0.000639882547042,6.81216163111,15.8307,-0.260539,0.790376023167,0.0294105184594,0.249677,5.2807673004,0.660382674445,0.0172849211123,1.83294825867,11,15.4245,3.82285837291,3.88274732793,-0.0328819067644,0.249841628056,0.249677
6.20462154403,0.00160979,0.336861752978,0.0788838806202,8.4352979389,0.913536,0.0742551966079,75.8615595744,16.4591,-0.344922,10.1093744296,0.507314084386,0.336692,34.387366957,3.79200680361,0.0225077373422,2.44750365705,12,15.3888,19.3887848285,21.5206428785,-0.0335255606278,0.336861752978,0.336692
8.806887101,0.0025554,0.415046199138,0.0168980261583,4.74216211022,0.909232,-0.0258355227549,12.0648829568,17.2229,-0.437644,1.16578432257,0.0257067422988,0.414859,26.8315659691,2.33559461995,0.0292777469123,6.08031837974,13,15.5089,7.73767581876,8.0486025522,-0.0854950353556,0.415046199138,0.414852
8.61548075857,0.00349769,0.493529162931,0.0212916043093,5.01016409829,0.876144,-0.027663755356,17.465245169,17.8971,-0.514707,1.7936618946,0.0322927146924,0.493451,15.9149982958,2.26577228499,0.0346964431112,4.08752042826,14,15.6143,9.79598960949,10.2982713212,-0.115766584381,0.493529162931,0.493423
13.5968316713,0.00461269,0.570119197086,0.0254532765406,5.84611183108,0.875238,0.0240693836055,38.3826260301,18.5849,-0.596368,4.37800004573,0.225671717767,0.570207,64.0907640957,7.67099135949,0.0393018325711,6.85052433779,15,15.7248,13.8401222551,14.8750290034,-0.044797880494,0.570119191419,0.570153
15.5795099765,0.00612943,0.648353707225,0.015771862756,5.89004280003,0.775328,0.0139345339883,15.5711748751,19.2574,-0.678683,1.71787249807,0.0763153533647,0.648214,41.3462884114,6.20345129041,0.0448635383405,7.16044940943,16,15.7781,9.60066479458,10.029985558,-0.0344076414392,0.648353707225,0.648133
11.9366883607,0.00828506,0.726982447102,0.0567745011782,8.72922415135,0.884443,0.078726619508,43.626793368,19.9206,-0.752968,8.37352981349,0.242204007903,0.726773,40.8266837975,6.44850614316,0.0522631871339,5.99849767408,17,15.9988,20.8194440842,23.2085199455,-0.0166581080579,0.726982447102,0.726763
20.7953817786,0.00961223,0.791909436942,0.156175956115,8.42561327987,0.895023,0.145517577328,74.1134752574,20.5434,-0.825068,18.9173738057,0.566460925108,0.791573,44.8820381593,9.67791045519,0.0562867745158,9.41356070792,18,16.1024,25.6048131849,29.862222061,-0.0277120059206,0.791909436942,0.791542
