StdForwardProgress,AverageDiscountedReturn,AveragePolicySurr,AverageReturn,StdEsReturn,AverageEsReturn,MinEsReturn,AverageQLoss,AverageForwardProgress,AverageAbsQ,AverageY,MaxEsReturn,AverageQ,Epoch,MaxReturn,StdReturn,PolicyRegParamNorm,AverageAction,QFunRegParamNorm,AverageAbsQYDiff,MaxForwardProgress,MinReturn,AverageAbsY,MinForwardProgress
0.0408886156979,21.8702795187,-1.82026,24.1573114681,6.45744697409,9.33197173028,2.29437806663,2.05443,0.0957451707922,1.35619,0.113931450002,58.9225745157,1.32063,9,35.4300234023,4.53589420113,15.8415,0.829175,11.5993,1.25346807043,0.211913163477,13.724785753,0.113931450002,-0.00627622548952
0.0251890341755,13.5751871334,-0.326967,14.5966412758,8.42125722116,11.8686566184,3.81001009221,0.140981,0.021510023738,0.276108,0.0883576809385,53.6765108338,0.116885,10,26.6303474182,4.63563840927,16.0272,0.94148,11.9108,0.241280057552,0.095712517925,4.97310634271,0.313651738891,-0.0368851242278
0.031960788323,17.7878508987,-0.404881,19.3973490022,14.1137761154,15.4307097016,4.38416635524,0.037438,0.0527705647526,0.330633,0.303733931349,68.1710329114,0.302938,11,34.5113668768,4.15226798016,16.2858,0.867715,12.1437,0.125466491217,0.168201818244,8.97499342588,0.37146921204,-0.0177676456787
0.104974792408,43.5608547752,-0.509374,52.7332132846,22.697623927,47.6217243863,12.7285837494,0.0133898,0.352009237468,0.463839,0.46477022148,96.0718333122,0.463685,12,71.7504259454,10.9599634082,16.4584,0.862885,12.5551,0.0797398016421,0.529542659421,20.3655444191,0.466259872373,0.0509352164575
0.018420839553,53.4905615412,-0.614855,67.1262137279,20.9431736114,47.2617251309,13.7077587941,0.0127069,0.475912020476,0.573984,0.574678603095,72.3170908693,0.573791,13,73.2481636443,1.99044261531,16.8082,0.882103,13.3005,0.0743767601651,0.536035675116,61.796976267,0.574678603095,0.419145748956
0.0351686530127,54.4687781521,-0.742884,68.7809299426,19.2626039107,51.1804629325,9.85960177798,0.0142303,0.492840262326,0.685736,0.686463636337,71.7561573626,0.685336,14,77.1038160644,3.05141825023,17.1457,0.815146,14.3179,0.0752775367308,0.577428459541,60.0028150594,0.686463636337,0.361348336684
0.0257188010642,54.5095351826,-0.876149,68.8827017387,15.2336817618,62.7222785856,12.0141199404,0.0170372,0.481440164884,0.803114,0.803729985943,80.0557756029,0.802617,15,77.2653041357,2.4039877494,17.5601,0.81357,15.384,0.080273279269,0.552943468791,64.2626440317,0.803729985943,0.378148784831
0.0247502340965,54.6299860974,-1.02271,68.9228823824,21.926765049,58.4515637064,8.19417618886,0.0193737,0.486541844138,0.93554,0.935645882216,78.267618699,0.934771,16,76.9061500167,2.25182435672,18.1429,0.844608,16.3472,0.0837886501992,0.560260859426,62.9934368071,0.935645882216,0.40652569032
0.0252132670967,54.5045539839,-1.16272,68.7315687034,15.9493579248,59.6661095166,13.0329701848,0.0241331,0.485819044689,1.06071,1.06102047024,76.9006830343,1.05987,17,76.5665829835,2.43926268056,18.7583,0.854496,17.1783,0.0921236617363,0.544382686068,59.9451496938,1.06102047024,0.400407845651
0.0246713441303,55.3003801412,-1.31502,69.8389191819,22.885338752,52.2372337498,7.21924585188,0.0273247,0.497267097529,1.20126,1.20147320958,82.5250046419,1.20031,18,78.7705487851,2.04787642297,19.2715,0.856301,18.0563,0.0985039350323,0.563320005125,64.8273588129,1.20147320958,0.4058561931
0.0236243440076,54.9284134778,-1.45691,69.2313276056,22.5045789478,53.2059826026,4.94388012212,0.0320372,0.492849208432,1.33466,1.33430756206,73.082101969,1.33354,19,75.5993355623,2.30203083963,19.6785,0.819134,18.8632,0.106283975153,0.547663590094,63.9860083547,1.33430756206,0.420130982472
0.0215092224938,54.5902760884,-1.61028,68.6437677549,19.578092882,53.3013643235,11.2040121737,0.0365412,0.490533485871,1.47372,1.47333908357,75.7011528367,1.47241,20,76.0058152269,2.3269189781,20.1076,0.821555,19.4708,0.112472796359,0.546295371293,63.6738764332,1.47333908357,0.423914020546
0.0223868794506,54.4178299608,-1.77043,68.4071376925,19.6533886629,57.4931398225,13.1184500922,0.0431835,0.492104918779,1.619,1.61838376097,75.760906745,1.61706,21,76.2264226326,2.2264027382,20.4169,0.801434,20.0111,0.121365183988,0.54874270564,63.8066858147,1.61838376097,0.415416557303
0.0207005988736,54.2437934417,-1.92195,68.186587708,21.270489444,56.2654364205,11.4456809077,0.0472477,0.481221963747,1.76925,1.76819166129,87.5890479967,1.76721,22,73.9875149348,1.94420468477,20.775,0.799822,20.515,0.12833796059,0.53348192396,63.0212250841,1.76819166129,0.41298327616
